File;Riga;Stringa
cctalk/cctalk_driver.c;920;[MOCK] STOP ok
cctalk/cctalk_driver.c;929;[MOCK] MASK ok
cctalk/cctalk.c;160;\0
cctalk/cctalk.c;163;[C] CCTALK %s HEX %u/%u: %s
cctalk/cctalk.c;319;\0
device_config/device_config.c;209;\0
device_config/device_config.c;225;\0
device_config/device_config.c;249;\0
device_config/device_config.c;272;\0
device_config/device_config.c;384;\0
device_config/device_config.c;394;\0
device_config/device_config.c;469;\0
device_config/device_config.c;810;\0
device_config/device_config.c;848;[C] JSON troppo grande per EEPROM (len=%lu, max=%lu)
device_config/device_config.c;865;[C] Scrittura header EEPROM fallita (len=%lu, err=%s)
device_config/device_config.c;875;[C] Scrittura JSON EEPROM fallita (len=%lu, err=%s)
device_config/device_config.c;915;\0
device_config/device_config.c;944;Apertura NVS fallita
device_config/device_config.c;1987;\0
device_config/device_config.c;1997;\0
device_config/device_config.c;1999;\0
device_config/device_config.c;2015;\0
device_config/device_config.c;2022;\0
device_config/device_config.c;2024;\0
device_config/include/language_models.h;7212;📡 Seriale RS232
device_config/include/language_models.h;7213;📡 RS232 Serial
device_config/include/language_models.h;7214;📡 RS232 Serial
device_config/include/language_models.h;7215;📡 RS232 Serial
device_config/include/language_models.h;7216;📡 RS232 Serial
device_config/include/language_models.h;7226;📡 Seriale RS485
device_config/include/language_models.h;7227;📡 RS485 Serial
device_config/include/language_models.h;7228;📡 RS485 Serial
device_config/include/language_models.h;7229;📡 RS485 Serial
device_config/include/language_models.h;7230;📡 RS485 Serial
device_config/include/language_models.h;7240;<span>Canale:</span>
device_config/include/language_models.h;7241;\nChannel:\n
device_config/include/language_models.h;7242;\nChannel:\n
device_config/include/language_models.h;7243;\nChannel:\n
device_config/include/language_models.h;7244;\nChannel:\n
device_config/include/language_models.h;7254;<span>Duty (%):</span><input type='number' id='pwm_duty' value='50' min='0' max='100' style='width:60px'>
device_config/include/language_models.h;7255;\nDuty (%):\n
device_config/include/language_models.h;7256;\nDuty (%):\n
device_config/include/language_models.h;7257;\nDuty (%):\n
device_config/include/language_models.h;7258;\nDuty (%):\n
device_config/include/language_models.h;7268;<span>Freq (Hz):</span><input type='number' id='pwm_freq' value='1000' min='100' max='20000' style='width:80px'>
device_config/include/language_models.h;7269;\nFreq (Hz):\n
device_config/include/language_models.h;7270;\nFreq (Hz):\n
device_config/include/language_models.h;7271;\nFreq (Hz):\n
device_config/include/language_models.h;7272;\nFreq (Hz):\n
device_config/include/language_models.h;7282;<span id='sd_mounted_status' style='font-weight:bold'>--</span></div>
device_config/include/language_models.h;7283;\n--\n
device_config/include/language_models.h;7284;\n--\n
device_config/include/language_models.h;7285;\n--\n
device_config/include/language_models.h;7286;\n--\n
device_config/include/language_models.h;7296;<span>Luminosità:</span><input type='range' id='led_bright' min='0' max='100' value='50' oninput='updateLedRealtime()' style='width:100px'>
device_config/include/language_models.h;7297;\nBrightness:\n
device_config/include/language_models.h;7298;\nBrightness:\n
device_config/include/language_models.h;7299;\nBrightness:\n
device_config/include/language_models.h;7300;\nBrightness:\n
device_config/include/language_models.h;7310;Stato GPIO in lettura...
device_config/include/language_models.h;7311;GPIO Status reading...
device_config/include/language_models.h;7312;GPIO Status reading...
device_config/include/language_models.h;7313;GPIO Status reading...
device_config/include/language_models.h;7314;GPIO Status reading...
device_config/include/language_models.h;7324;Stato Montaggio:
device_config/include/language_models.h;7325;Mounting Status:
device_config/include/language_models.h;7326;Mounting Status:
device_config/include/language_models.h;7327;Mounting Status:
device_config/include/language_models.h;7328;Mounting Status:
device_config/include/language_models.h;7338;💡 Striscia LED (WS2812)
device_config/include/language_models.h;7339;💡 LED Strip (WS2812)
device_config/include/language_models.h;7340;💡 LED Strip (WS2812)
device_config/include/language_models.h;7341;💡 LED Strip (WS2812)
device_config/include/language_models.h;7342;💡 LED Strip (WS2812)
device_config/include/language_models.h;7352;Test Loopback: 0x55, 0xAA, 0x01, 0x07
device_config/include/language_models.h;7353;Test Loopback: 0x55, 0xAA, 0x01, 0x07
device_config/include/language_models.h;7354;Test Loopback: 0x55, 0xAA, 0x01, 0x07
device_config/include/language_models.h;7355;Test Loopback: 0x55, 0xAA, 0x01, 0x07
device_config/include/language_models.h;7356;Test Loopback: 0x55, 0xAA, 0x01, 0x07
device_config/include/language_models.h;7366;Test Loopback/Echo
device_config/include/language_models.h;7367;Test Loopback/Echo
device_config/include/language_models.h;7368;Test Loopback/Echo
device_config/include/language_models.h;7369;Test Loopback/Echo
device_config/include/language_models.h;7370;Test Loopback/Echo
device_config/include/language_models.h;7380;Test Loopback: invia pacchetto di prova
device_config/include/language_models.h;7381;Test Loopback: send test packet
device_config/include/language_models.h;7382;Test Loopback: send test packet
device_config/include/language_models.h;7383;Test Loopback: send test packet
device_config/include/language_models.h;7384;Test Loopback: send test packet
device_config/include/language_models.h;7408;+ text +
device_config/include/language_models.h;7409;+ text +
device_config/include/language_models.h;7410;+ text +
device_config/include/language_models.h;7411;+ text +
device_config/include/language_models.h;7412;+ text +
device_config/include/language_models.h;7422;Ultime Letture
device_config/include/language_models.h;7423;Last Readings
device_config/include/language_models.h;7424;Last Readings
device_config/include/language_models.h;7425;Last Readings
device_config/include/language_models.h;7426;Last Readings
device_config/include/language_models.h;7436;Ultimo Errore:
device_config/include/language_models.h;7437;Last Error:
device_config/include/language_models.h;7438;Last Error:
device_config/include/language_models.h;7439;Last Error:
device_config/include/language_models.h;7440;Last Error:
device_config/include/language_models.h;7450;Uscite (Chip 0x43)
device_config/include/language_models.h;7451;Outputs (Chip 0x43)
device_config/include/language_models.h;7452;Outputs (Chip 0x43)
device_config/include/language_models.h;7453;Outputs (Chip 0x43)
device_config/include/language_models.h;7454;Outputs (Chip 0x43)
device_config/include/language_models.h;7464;Valori Correnti:
device_config/include/language_models.h;7465;Current Values:
device_config/include/language_models.h;7466;Current Values:
device_config/include/language_models.h;7467;Current Values:
device_config/include/language_models.h;7468;Current Values:
aux_gpio/aux_gpio.c;139;"{\""33\"":{\""mode\"":0,\""level\"":0}}"
aux_gpio/aux_gpio.c;141;\0
web_ui/webpages_embedded.c;4;"nav{background:#000;padding:10px;display:flex;justify-content:center;gap:10px;box-shadow:0 2px 5px rgba(0,0,0,0.1)}"
web_ui/webpages_embedded.c;5;"nav a{color:white;text-decoration:none;padding:8px 15px;border-radius:4px;background:#2c3e50;font-weight:bold;font-size:14px;transition:.2s}"
web_ui/webpages_embedded.c;6;nav a:hover{background:#3498db}
web_ui/webpages_embedded.c;10;<script>(function(){
web_ui/webpages_embedded.c;11;"if(window.__ui_i18n_ready)return;"
web_ui/webpages_embedded.c;12;"window.__ui_i18n_ready=true;"
web_ui/webpages_embedded.c;13;"const lang='%s';"
web_ui/webpages_embedded.c;14;"const table=%s||{};"
web_ui/webpages_embedded.c;15;"const SKIP={SCRIPT:1,STYLE:1,NOSCRIPT:1};"
web_ui/webpages_embedded.c;16;"function mapText(t){if(!t)return t;return (table[t]!==undefined&&table[t]!==null)?String(table[t]):t;}"
web_ui/webpages_embedded.c;17;"function applyNode(node){if(!node)return;"
web_ui/webpages_embedded.c;18;"if(node.nodeType===Node.TEXT_NODE){const p=node.parentElement;if(p&&SKIP[p.tagName])return;const v=node.nodeValue;if(!v)return;const tt=v.trim();if(!tt)return;"
web_ui/webpages_embedded.c;19;"const tr=mapText(tt);if(tr!==tt){node.nodeValue=v.replace(tt,tr);}return;}"
web_ui/webpages_embedded.c;20;"if(node.nodeType!==Node.ELEMENT_NODE)return;"
web_ui/webpages_embedded.c;21;"if(SKIP[node.tagName])return;"
web_ui/webpages_embedded.c;22;"if(node.hasAttribute&&node.hasAttribute('data-i18n')){const k=node.getAttribute('data-i18n');if(k){const tr=mapText(k);if(tr&&tr!==k)node.textContent=tr;}}"
web_ui/webpages_embedded.c;23;"const attrs=['placeholder','title','aria-label','value'];"
web_ui/webpages_embedded.c;24;"for(const a of attrs){if(node.hasAttribute&&node.hasAttribute(a)){const ov=node.getAttribute(a);const nv=mapText(ov);if(nv!==ov)node.setAttribute(a,nv);}}"
web_ui/webpages_embedded.c;25;"for(const c of node.childNodes){applyNode(c);}"
web_ui/webpages_embedded.c;27;"function apply(root){if(!root)return;applyNode(root);}"
web_ui/webpages_embedded.c;28;"window.uiI18n={language:lang,table:table,apply:apply,translate:mapText};"
web_ui/webpages_embedded.c;29;"document.addEventListener('DOMContentLoaded',function(){apply(document.body);"
web_ui/webpages_embedded.c;30;"const obs=new MutationObserver(function(ms){for(const m of ms){for(const n of m.addedNodes){applyNode(n);}}});"
web_ui/webpages_embedded.c;31;"obs.observe(document.body,{subtree:true,childList:true});"
web_ui/webpages_embedded.c;32;"});"
web_ui/webpages_embedded.c;33;"})();</script>"
web_ui/webpages_embedded.c;37;"<a href='/' style='margin-left:12px;padding:6px 10px;background:#8e44ad;color:white;text-decoration:none;border-radius:6px;font-size:14px;font-weight:bold;'>%s</a>"
web_ui/webpages_embedded.c;41;"<a href='#' onclick=\""return window.goProtectedPath('/emulator');\"" style='margin-left:12px;padding:6px 10px;background:#8e44ad;color:white;text-decoration:none;border-radius:6px;font-size:14px;font-weight:bold;'>%s</a>"
web_ui/webpages_embedded.c;45;".card{background:white;padding:25px;margin:20px auto;max-width:600px;border-radius:8px;box-shadow:0 2px 6px rgba(0,0,0,0.1)}"
web_ui/webpages_embedded.c;46;"input,button{width:100%;padding:10px;margin:10px 0;border-radius:4px;border:1px solid #ddd;box-sizing:border-box}"
web_ui/webpages_embedded.c;47;"button{background:#e67e22;color:white;font-weight:bold;cursor:pointer}button:hover{background:#d35400}"
web_ui/webpages_embedded.c;51;".section{background:white;padding:20px;margin:20px 0;border-radius:8px;box-shadow:0 2px 4px rgba(0,0,0,0.1)}"
web_ui/webpages_embedded.c;52;"h2{color:#2c3e50;border-bottom:2px solid #3498db;padding-bottom:10px}.form-group{margin:15px 0}"
web_ui/webpages_embedded.c;53;".form-row{display:flex;gap:20px}.form-row .form-group{flex:1;margin:15px 0}"
web_ui/webpages_embedded.c;54;"label{display:block;margin:5px 0;font-weight:bold;color:#34495e}input[type=text],input[type=password]{padding:8px;border:1px solid #ddd;border-radius:4px;width:100%;margin:5px 0;box-sizing:border-box;color:#333}"
web_ui/webpages_embedded.c;55;"button{padding:10px 20px;background:#27ae60;color:white;border:none;border-radius:4px;cursor:pointer;font-weight:bold;margin:5px}"
web_ui/webpages_embedded.c;56;"button:hover{background:#229954}.indent{margin-left:30px;padding-left:15px;border-left:2px solid #ecf0f1}"
web_ui/webpages_embedded.c;57;".sw-row{display:flex;align-items:center;gap:15px;padding:12px 0;border-bottom:1px solid #f9f9f9}"
web_ui/webpages_embedded.c;58;.sw-row:last-child{border-bottom:none}
web_ui/webpages_embedded.c;59;".switch{position:relative;display:inline-block;width:46px;height:24px}"
web_ui/webpages_embedded.c;60;".switch input{opacity:0;width:0;height:0}"
web_ui/webpages_embedded.c;61;".slider{position:absolute;cursor:pointer;top:0;left:0;right:0;bottom:0;background-color:#ccc;transition:.3s;border-radius:24px}"
web_ui/webpages_embedded.c;62;".slider:before{position:absolute;content:\""\"";height:18px;width:18px;left:3px;bottom:3px;background-color:white;transition:.3s;border-radius:50%}"
web_ui/webpages_embedded.c;63;input:checked + .slider{background-color:#27ae60}
web_ui/webpages_embedded.c;64;input:checked + .slider:before{transform:translateX(22px)}
web_ui/webpages_embedded.c;66;".section.collapsed > :not(h2){display:none !important;}"
web_ui/webpages_embedded.c;67;".section h2{cursor:pointer; position:relative;}"
web_ui/webpages_embedded.c;68;".section h2 .section-toggle-icon{position:absolute; right:12px; top:6px; font-size:18px; color:#95a5a6;}"
web_ui/webpages_embedded.c;69;".lvgl-test-buttons{display:flex;flex-wrap:wrap;gap:10px;margin:8px 0}"
web_ui/webpages_embedded.c;70;".lvgl-test-buttons button{flex:1 1 140px;background:#8e44ad;color:#fff}"
web_ui/webpages_embedded.c;71;.lvgl-test-buttons button.reboot{background:#c0392b}
web_ui/webpages_embedded.c;72;".lvgl-test-status{margin-top:6px;font-size:14px;color:#2c3e50;font-weight:bold}"
web_ui/webpages_embedded.c;76;<div class='container'><div class='card'>
web_ui/webpages_embedded.c;77;<form id='f'><input type='file' id='i' accept='.bin' required><button type='submit'>⬆️ Carica Firmware</button></form>
web_ui/webpages_embedded.c;78;"<div style='margin-top:10px'><progress id='p' value='0' max='100' style='width:100%;height:20px;'></progress><div id='pct' style='margin-top:6px;font-weight:bold;'>0%</div></div>"
web_ui/webpages_embedded.c;79;"<div id='s' style='margin-top:10px'></div></div></div><script src=\""/js/ota_03.js\""></script></body></html>"
web_ui/webpages_embedded.c;83;<div class='container'>
web_ui/webpages_embedded.c;84;<div id='alert'></div>
web_ui/webpages_embedded.c;85;<form id='configForm'>
web_ui/webpages_embedded.c;87;"<div class='section collapsed' style='background:#f1f4f6; border-left:5px solid #3498db;'>"
web_ui/webpages_embedded.c;88;"<h2 onclick='var s=this.parentElement;s.classList.toggle(\""collapsed\"");var i=this.querySelector(\"".section-toggle-icon\"");if(i){i.innerText=s.classList.contains(\""collapsed\"")?\""▸\"":\""▾\"";}' tabindex='0'>🆔 Identità Dispositivo<span class='section-toggle-icon'>▸</span></h2>"
web_ui/webpages_embedded.c;89;<div class='form-group'><label>Nome Dispositivo</label>
web_ui/webpages_embedded.c;90;"<input type='text' id='dev_name' name='dev_name' placeholder='es: TestWave-01' style='font-size:1.1em; font-weight:bold;'></div>"
web_ui/webpages_embedded.c;91;<div class='form-group'><label>Nome Impianto</label>
web_ui/webpages_embedded.c;92;"<input type='text' id='location_name' name='location_name' placeholder='es: Ceglia Carwashing' style='font-size:1.0em;'></div>"
web_ui/webpages_embedded.c;93;<div class='form-group'><label>Lingua Pannello Utente (LCD)</label>
web_ui/webpages_embedded.c;94;"<select id='ui_user_language' name='ui_user_language' style='width:100%; padding:8px; border:1px solid #ddd; border-radius:4px;'><option value='it'>Italiano (IT)</option></select></div>"
web_ui/webpages_embedded.c;95;<div class='form-group'><label>Lingua Backend (Web UI/Server)</label>
web_ui/webpages_embedded.c;96;"<select id='ui_backend_language' name='ui_backend_language' style='width:100%; padding:8px; border:1px solid #ddd; border-radius:4px;'><option value='it'>Italiano (IT)</option></select></div>"
web_ui/webpages_embedded.c;97;<div class='form-group'><label>Numero Programmi (pulsanti pannello)</label>
web_ui/webpages_embedded.c;98;"<select id='num_programs' name='num_programs' style='width:100%; padding:8px; border:1px solid #ddd; border-radius:4px;'>"
web_ui/webpages_embedded.c;99;<option value='1'>1</option><option value='2'>2</option><option value='3'>3</option><option value='4'>4</option>
web_ui/webpages_embedded.c;100;<option value='5'>5</option><option value='6'>6</option><option value='8'>8</option><option value='10' selected>10</option>
web_ui/webpages_embedded.c;101;</select></div>
web_ui/webpages_embedded.c;102;"<div class='form-group'><label>Latitudine impianto (&deg;)</label>"
web_ui/webpages_embedded.c;103;"<input type='number' id='latitude' name='latitude' step='0.000001' min='-90' max='90' placeholder='es: 45.464161' style='width:100%; padding:8px; border:1px solid #ddd; border-radius:4px;'></div>"
web_ui/webpages_embedded.c;104;"<div class='form-group'><label>Longitudine impianto (&deg;)</label>"
web_ui/webpages_embedded.c;105;"<input type='number' id='longitude' name='longitude' step='0.000001' min='-180' max='180' placeholder='es: 9.190299' style='width:100%; padding:8px; border:1px solid #ddd; border-radius:4px;'></div>"
web_ui/webpages_embedded.c;106;</div>
web_ui/webpages_embedded.c;108;"<div class='section collapsed'><h2 onclick='var s=this.parentElement;s.classList.toggle(\""collapsed\"");var i=this.querySelector(\"".section-toggle-icon\"");if(i){i.innerText=s.classList.contains(\""collapsed\"")?\""▸\"":\""▾\"";}' tabindex='0'>🌐 Ethernet<span class='section-toggle-icon'>▸</span></h2>"
web_ui/webpages_embedded.c;109;<div class='sw-row'><label class='switch'><input type='checkbox' id='eth_en' name='eth_en'><span class='slider'></span></label><span>Abilitato</span></div>
web_ui/webpages_embedded.c;110;<div class='indent'>
web_ui/webpages_embedded.c;111;<div class='sw-row'><label class='switch'><input type='checkbox' id='eth_dhcp' name='eth_dhcp'><span class='slider'></span></label><span>DHCP</span></div>
web_ui/webpages_embedded.c;112;<div class='form-row'>
web_ui/webpages_embedded.c;113;<div class='form-group'><label>Indirizzo IP</label><input type='text' id='eth_ip' name='eth_ip' placeholder='192.168.1.100'></div>
web_ui/webpages_embedded.c;114;<div class='form-group'><label>Subnet</label><input type='text' id='eth_subnet' name='eth_subnet' placeholder='255.255.255.0'></div>
web_ui/webpages_embedded.c;115;</div>
web_ui/webpages_embedded.c;116;<div class='form-row'>
web_ui/webpages_embedded.c;117;<div class='form-group'><label>Gateway</label><input type='text' id='eth_gateway' name='eth_gateway' placeholder='192.168.1.1'></div>
web_ui/webpages_embedded.c;118;<div class='form-group'><label>DNS</label><input type='text' id='eth_dns1' name='eth_dns1' placeholder='8.8.8.8'></div>
web_ui/webpages_embedded.c;119;</div>
web_ui/webpages_embedded.c;120;<div class='form-row'>
web_ui/webpages_embedded.c;121;<div class='form-group'><label>DNS Secondario</label><input type='text' id='eth_dns2' name='eth_dns2' placeholder='8.8.4.4'></div>
web_ui/webpages_embedded.c;122;<div class='form-group'></div>
web_ui/webpages_embedded.c;123;</div>
web_ui/webpages_embedded.c;124;</div></div>
